,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
1365,Modern refurbished flat in Gracia,Apartment,Entire home/apt,Real Bed,1.0,1.0,4,2.0,150.0,94.07480119284294,1004021,Ariadna,Guinardó,Spain,100.0
1366,Aluguel casa em Buzios,House,Entire home/apt,Real Bed,2.0,2.0,0,2.0,280.0,150.0,84483080,Ludmila,Westmount,Brazil,93.09924038225925
1367,True East Village Art Filled 2 Bedroom with Garden,Apartment,Entire home/apt,Real Bed,2.0,2.0,66,1.0,285.0,125.0,103740027,Nickeesa,Alphabet City,United States,90.0
1368,"温暖的小房间,近香港科技大學｡close to HKUST",Townhouse,Private room,Real Bed,1.0,1.0,12,1.0,377.0,0.0,26676244,Michelle,Darlinghurst,Hong Kong,96.0
1369,Sagrada Familia Butterfly,Apartment,Entire home/apt,Real Bed,3.0,4.0,8,2.0,108.0,85.0,2439400,Guillermo,La Sagrada Família,Spain,85.0
1370,Double room with private WC and balcony São Bento,Guest suite,Private room,Real Bed,1.0,1.0,94,1.0,21.0,0.0,114317711,Vitor,LB of Hammersmith & Fulham,Portugal,90.0
1371,Large 6 Bedroom Apartment in Plateau + sunroom,Apartment,Entire home/apt,Real Bed,6.0,6.0,5,1.0,180.0,120.0,961586,Mano,Le Plateau,Canada,84.0
1372,Private room w/private bathroom near Central Park!,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,95.0,30.0,4428742,Banu,Upper East Side,United States,100.0
1373,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,Apartment,Entire home/apt,Real Bed,1.0,1.0,10,1.0,150.0,75.0,4680813,Gaia,Astoria,United States,96.0
1374,Bed and breakfast close to Barra beach,Bed and breakfast,Private room,Real Bed,2.0,4.0,0,1.0,295.0,94.07480119284294,105546372,Maria And Hanno,Darlington,Brazil,93.09924038225925
1375,Backpackers Dream @ The Funky Loft with Breakfast,Loft,Private room,Real Bed,1.0,1.0,147,1.0,70.0,8.0,1432946,Marcella & Maya,Bushwick,United States,97.0
1376,Apartamento T1 Kit,Apartment,Entire home/apt,Real Bed,1.0,1.0,36,1.0,100.0,94.07480119284294,9121118,Marta,Little Italy,Portugal,93.0
1377,Duplex apartment with garden,Apartment,Entire home/apt,Real Bed,2.0,3.0,67,2.0,439.0,180.0,7379093,Francesca,Upper West Side,United States,96.0
1378,Private  suite,Guest suite,Entire home/apt,Real Bed,1.0,3.0,22,1.0,90.0,78.0,42814202,Irisha,Woodside,United States,85.0
1379,Stunning Bondi Beach Apartment (With Garage)!!!!,Apartment,Entire home/apt,Real Bed,2.0,3.0,14,1.0,260.0,180.0,29252180,Lynne,Bondi Beach,Australia,99.0
1380,Charming place on the hippest street in NYC,Apartment,Entire home/apt,Real Bed,0.0,1.0,32,1.0,175.0,25.0,63771415,Annie,Alphabet City,United States,98.0
1381,Studio au cœur de Montréal à 15 min DOWNTOWN!!!!!,Apartment,Entire home/apt,Real Bed,0.0,2.0,50,1.0,50.0,28.0,43667855,Janie,Villeray-Saint-Michel-Parc-Extension,Canada,96.0
1382,*~ADORABLE 1 BD NOLITA APT — CENTRAL DOWNTOWN~*,Apartment,Entire home/apt,Real Bed,1.0,1.0,5,1.0,100.0,125.0,76192815,Sam,Chinatown,United States,90.0
1383,Relaxing Stylish Room near Train and Attractions,Apartment,Private room,Real Bed,1.0,1.0,61,1.0,103.0,0.0,42024722,Daniel,Chelsea,United States,96.0
1384,"近新Rockdale一房一厅,近火车站,有停车位,近机场,可接送机",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,635.0,62.0,72623748,Xiuzhi,Diagonal Mar - La Mar Bella,Australia,93.09924038225925
1385,"Stylish, relaxing, super convenient",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,85.0,30.0,86889715,Setare,Camp d'en Grassot i Gràcia Nova,Australia,93.09924038225925
1386,Lovely room in design apartment in Plaza España,Apartment,Private room,Real Bed,1.0,1.0,4,1.0,60.0,20.0,7733967,Alena,Pena,Spain,100.0
1387,"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",House,Private room,Real Bed,1.0,1.0,57,1.0,35.0,10.0,112910861,Francisca,The Rockaways,United States,98.0
1388,Maui Kamaole 1BR Ocean View Front Row Condo,Condominium,Entire home/apt,Real Bed,1.0,1.0,0,2.0,442.0,188.0,2154262,Condominium Rentals Hawaii,Kihei/Wailea,United States,93.09924038225925
1389,Cedofeitadream,Apartment,Entire home/apt,Real Bed,2.0,4.0,28,1.0,90.0,20.0,114007040,Alexandra,Can Baro,Portugal,94.0
1390,Near the center and the airport . Double room,Apartment,Private room,Real Bed,1.0,1.0,74,1.0,30.0,94.07480119284294,111771252,Gigi,Dulwich Hill,Spain,93.0
1391,Sendme2Portugal @Apart. Eusébio - Estação S.Bento,Apartment,Entire home/apt,Real Bed,1.0,2.0,3,1.0,70.0,94.07480119284294,117769117,"Sendme2Portugal, Lda",Lapa,Portugal,87.0
1392,LAST CALL MWC - Bedroom w/ private wc and balcony,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,130.0,20.0,42193391,Diego,Kalihi Valley,Spain,93.09924038225925
1393,Trendy and spacious NEW LOFT,Loft,Entire home/apt,Real Bed,1.0,1.0,14,1.0,754.0,350.0,941407,Alessandro,Kennedy Town,Hong Kong,100.0
1394,The Porto Concierge - Marques House | 402,House,Private room,Real Bed,1.4117117117117117,2.07145434861061,8,1.0,50.0,10.0,117930909,Beatriz,Jardim Botânico,Portugal,95.0
1395,Cozy Granny Flat,House,Entire home/apt,Real Bed,1.0,2.0,72,1.0,115.0,75.0,78717228,George And Lucia,Kingsgrove,Australia,100.0
1396,Clean and Comfortable,Apartment,Entire home/apt,Real Bed,0.0,1.0,137,1.5,75.0,25.0,118084951,Liza,Williamsburg,United States,96.0
1397,Charming Fontainhas flat,Apartment,Entire home/apt,Real Bed,1.0,1.0,13,1.0,50.0,10.0,31542272,Alina,Rose Bay/Dover Heights,Portugal,93.0
1398,Le Plateau Mont-Royal et ses très célèbres charmes,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,110.0,94.07480119284294,77166277,Gabriel,Le Plateau,Canada,93.0
1399,Warm and Bright Studio in Hollywood Rd Sheung Wan,Apartment,Entire home/apt,Real Bed,0.0,1.0,25,1.0,699.0,150.0,32630519,James,Kuliouou/Kalani Iki,Hong Kong,98.0
1400,Hilo/Papa'ikou--Hale Melia,House,Private room,Real Bed,1.0,1.0,102,1.0,60.0,10.0,115263136,Glenn And Mary,Hilo,United States,99.0
1401,Single Room(No Window),Guest suite,Private room,Real Bed,1.0,1.0,13,1.0,251.0,0.0,38038584,Jim,Mong Kok,Hong Kong,94.0
1402,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Apartment,Entire home/apt,Real Bed,2.0,2.0,100,2.0,555.0,295.0,4051126,Kris,Chelsea,United States,96.0
1403,"Casa em vila piscatória, Afurada - 1 piso",Apartment,Entire home/apt,Real Bed,2.0,4.0,2,1.5,60.0,25.0,23099851,Joao,Shek Tong Tsui,Portugal,100.0
1404,"Caliu, Friendly Rentals",Apartment,Entire home/apt,Real Bed,4.0,7.0,20,2.0,165.0,120.0,102947901,Claudia,Bondi Junction,Spain,88.0
1405,"Dali IV, Friendly Rentals",Apartment,Entire home/apt,Real Bed,1.0,3.0,35,1.0,60.0,50.0,102947901,Claudia,Battery Park City,Spain,80.0
1406,"Central, Spacious, Safe, Seaside Flat",Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,200.0,94.07480119284294,79265046,Caroline,Vallcarca i els Penitents,Turkey,93.09924038225925
1407,MAR 402 Tres habitaciones junto a la Playa,Apartment,Entire home/apt,Real Bed,3.0,5.0,14,2.0,400.0,50.0,11786232,Ceci,Diagonal Mar - La Mar Bella,Spain,93.0
1408,ótimo quarto em ambiente tranquilo e aconchegante,Apartment,Private room,Real Bed,1.0,1.0,25,1.0,101.0,0.0,118544019,Isabel,Midwood,Brazil,99.0
1409,RENOVATED STUDIO in Astoria!!! 15mins to the city,Apartment,Entire home/apt,Real Bed,0.0,2.0,57,1.0,99.0,50.0,46315133,Yauheniya,Astoria,United States,89.0
1410,Peaceful Retreat less than 10mn from ferry,Apartment,Entire home/apt,Real Bed,1.0,1.0,7,1.0,620.0,94.07480119284294,1923812,Antoine,Hochelaga-Maisonneuve,Hong Kong,100.0
1411,Conjugado,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,119.0,50.0,80353849,Luciana,Tijuca,Brazil,93.09924038225925
1412,Cute Room in Upper West Side (FEMALES ONLY),Apartment,Private room,Real Bed,1.0,1.0,19,1.0,75.0,30.0,78254013,Ana,Upper West Side,United States,91.0
1413,Private Room & King Size Bed (Eixample),Apartment,Private room,Real Bed,1.0,1.0,20,1.0,60.0,30.0,118473730,Jose Maria,Forest Lodge,Spain,95.0
1414,"Cozy flat,elevator, good location,man-mo temple",Apartment,Shared room,Real Bed,1.0,1.0,0,1.0,699.0,94.07480119284294,73679972,Lumioula,High Park North,Hong Kong,93.09924038225925
1415,La vraie vie de quartier à Montréal,House,Entire home/apt,Real Bed,0.0,2.0,20,1.0,75.0,50.0,9233712,Catherine,La Petite-Patrie,Canada,95.0
1416,Magnifique Appart Plateau Mont-Royal,Apartment,Entire home/apt,Real Bed,2.0,2.0,4,1.0,140.0,60.0,18051757,Luc,Le Plateau,Canada,100.0
1417,Bright room in sagrada familia,Apartment,Private room,Real Bed,1.0,2.0,124,1.0,15.0,10.0,7199745,Jeremy,La Sagrada Família,Spain,90.0
1418,Spacious Private Bedroom super close to METRO&CITY,Apartment,Private room,Real Bed,1.0,1.0,39,1.0,27.0,11.0,88393698,Ioni,Cote-des-Neiges,Canada,97.0
1419,Exterior room with double bed and terrace!!,Serviced apartment,Private room,Real Bed,1.0,1.0,0,7.0,31.0,0.0,36607755,Igor,Dreta de l'Eixample,Spain,93.09924038225925
1420,"Plaza Catalunya V, Friendly Rentals",Apartment,Entire home/apt,Real Bed,2.0,3.0,7,2.0,99.0,70.0,102947901,Claudia,Kailua/Kona,Spain,97.0
1421,SUÍTE COM ENTRADA PRIVATIVA Ipanema / Carnaval,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,213.0,149.0,60144317,Katia Regina,Recreio dos Bandeirantes,Brazil,100.0
1422,Cosy old charm 1Bdrm Home. Close to Transport,Townhouse,Entire home/apt,Real Bed,1.0,2.0,74,1.0,109.0,50.0,44039744,Christine & Patrick,Glòries - El Parc,Australia,96.0
1423,Beautiful apartment AG905,Apartment,Entire home/apt,Real Bed,1.0,2.0,24,1.0,190.0,100.0,4581272,Diogo Rio Habitat,Copacabana,Brazil,93.0
1424,"Whole apartment,w/balconies. Close to airport",Condominium,Entire home/apt,Real Bed,1.0,2.0,2,1.0,129.0,94.07480119284294,119732473,Keith,North Sydney,Australia,100.0
1425,Sunny Born with Balcony,Apartment,Entire home/apt,Real Bed,1.0,2.0,2,1.0,90.0,80.0,2262273,Emilia,El Born,Spain,90.0
1426,One Bedroom In New Luxury Building,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,95.0,94.07480119284294,95921812,Sam,Gowanus,United States,100.0
1427,Large 2 Bedroom Apartment close to Bondi Beach,Apartment,Entire home/apt,Real Bed,2.0,2.0,2,1.0,188.0,94.07480119284294,3048874,Joe,North Bondi,Australia,100.0
1428,Private Room in Brooklyn Brownstone,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,39.0,94.07480119284294,79882333,Hallie,Bedford-Stuyvesant,United States,80.0
1429,Loft with balcony and view of Casa da Música PORTO,Loft,Entire home/apt,Real Bed,1.0,2.0,31,1.0,75.0,30.0,36418306,Alexandre,Marrickville,Portugal,97.0
1430,SLEEP TO THE SOUNDS OF THE OCEAN,Villa,Private room,Real Bed,1.0,1.0,95,1.0,85.0,175.0,69410034,Will,Baixa,United States,99.0
1431,Single room: idealy for student or 1 traveler,Apartment,Private room,Real Bed,1.0,1.0,22,1.0,19.0,10.0,58913961,Caroline,Taksim,Canada,85.0
1432,Comfortable Room (2) at Affordable Rates,Hostel,Private room,Real Bed,1.0,1.0,71,1.0,45.0,10.0,120225790,Katherine,Ala Moana/Kakaako,United States,84.0
1433,Cozy home away from home,House,Private room,Real Bed,1.0,2.0,62,1.0,50.0,35.0,18660750,Linelle,The Rockaways,United States,96.0
1434,Quarto - ap com vista pro mar e Cristo,Apartment,Private room,Real Bed,2.0,2.0,5,1.5,149.0,100.0,10084505,Paula,Copacabana,Brazil,100.0
1435,"Beautiful studio, amazing location!",Apartment,Entire home/apt,Real Bed,0.0,1.0,24,1.0,997.0,200.0,294714,Katya,North Shore (Maui),Hong Kong,92.0
1436,"Family Vacation in NYC, Close to the City!",House,Entire home/apt,Real Bed,2.0,3.0,45,2.5,160.0,130.0,60244293,Savannah,Bedford-Stuyvesant,United States,97.0
1437,The Lighthouse @ Iluka Resort Apartments,Apartment,Entire home/apt,Real Bed,2.0,4.0,0,1.0,300.0,150.0,24721535,Beach Stays Australia,Palm Beach,Australia,93.09924038225925
1438,Nice and Big Room Next to Trump Towers,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,179.0,94.07480119284294,6070131,Gozde,Richmond,Turkey,93.09924038225925
1439,Apartamento no Flamengo para temporadas,Apartment,Entire home/apt,Real Bed,2.0,2.0,21,1.0,280.0,0.0,119976282,Paulo Cesar,Turó de la Peira - Can Peguera,Brazil,100.0
1440,A cute house in 4Levent,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,475.0,0.0,120663954,Kardelen,Pyrmont,Turkey,93.09924038225925
1441,Rosita House,Serviced apartment,Entire home/apt,Real Bed,1.0,4.0,86,1.0,50.0,15.0,55132573,Vanessa,Lilyfield/Rozelle,Portugal,94.0
1442,Superb apartment on the water at Balmain,Apartment,Private room,Real Bed,1.0,1.0,0,2.0,181.0,94.07480119284294,120813566,Kim,Balmain/Birchgrove,Australia,93.09924038225925
1443,"2427 - AB Plaça Catalunya 3-4 - Luxury 2-Bedroom Apartment, Steps from Plaça de Catalunya",Apartment,Entire home/apt,Real Bed,2.0,4.0,19,2.0,500.0,115.0,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,Spain,85.0
1444,Nice apartment in Plaça Reial for long stay,Serviced apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,60.0,60.0,2108468,Carlotta,El Raval,Spain,93.09924038225925
1445,"Aluguer Quarto ""2"" (Casa) Balasar, Póvoa de Varzim",House,Private room,Real Bed,1.0,1.0,21,1.0,20.0,8.0,107281516,Joaquim,North Sydney,Portugal,94.0
1446,Romantic Studio at the Wine Cellars,Apartment,Entire home/apt,Real Bed,0.0,1.0,73,1.0,45.0,94.07480119284294,3171018,Gisela,Kwun Tong,Portugal,98.0
1447,Quiet Bamboo Room next to the beach,Apartment,Private room,Real Bed,1.0,1.0,33,1.0,80.0,10.0,116242052,Kathleen,Kailua/Kona,United States,96.0
1448,Luminoso y renovado apart. en Arco del Triunfo,Apartment,Entire home/apt,Real Bed,4.0,4.0,1,2.0,70.0,100.0,40676061,Michele,el Fort Pienc,Spain,60.0
1449,2295 - AB Aragó Apartment2-D - Sleek Apartment with a Communal Terrace in Eixample,Apartment,Entire home/apt,Real Bed,2.0,4.0,26,1.0,450.0,110.0,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,Spain,92.0
1450,Ocean View Hawaiian Bungalow on a private ranch,Bungalow,Entire home/apt,Real Bed,2.0,0.0,2,1.5,469.0,199.0,4967433,Christie,North Kohala,United States,90.0
1451,2 Bedroom Ocean Front Condo in Honokowai - Sleeps 6 - Hale Mahina #B404,Condominium,Entire home/apt,Real Bed,2.0,4.0,1,2.0,269.0,293.0,118578746,Mindy,University Heights,United States,100.0
1452,Algasol,Apartment,Entire home/apt,Real Bed,1.0,2.0,5,1.0,31.0,30.0,28711023,Natalia,Guinardó,Portugal,72.0
1453,Emma's White House,Guest suite,Entire home/apt,Real Bed,1.0,2.0,25,1.0,70.0,30.0,121180212,Na,Saint-Leonard,Australia,96.0
1454,2294 - AB Aragó Apartment 2-C - Central Apartment with a Communal Terrace in Eixample,Apartment,Entire home/apt,Real Bed,2.0,5.0,17,2.0,500.0,110.0,4459553,Eva&Jacques,La Nova Esquerra de l'Eixample,Spain,81.0
1455,Brownstone with farmhouse charm,Apartment,Entire home/apt,Real Bed,1.0,1.0,8,1.0,90.0,45.0,20378750,Corinne,Crown Heights,United States,93.0
1456,AP No RIO2,Apartment,Entire home/apt,Real Bed,1.0,2.0,0,2.0,1999.0,94.07480119284294,121258236,Felipe,Gávea,Brazil,93.09924038225925
1457,BONDI BEACH APARTMENT - SEA VIEWS,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,1.0,181.0,94.07480119284294,105498218,James,Bondi,Australia,100.0
1458,Convenient located one bedroom unit,Apartment,Entire home/apt,Real Bed,1.0,1.0,18,1.0,97.0,20.0,121610275,Agnes,Redfern,Australia,96.0
1459,ALUGO APARTAMENTO POR MÍNIMO 3 DIAS,Apartment,Entire home/apt,Real Bed,2.0,3.0,6,1.0,172.0,94.07480119284294,121660319,Nilza,Brooklyn Heights,Brazil,93.0
1460,Cozy & convenient 3 bedroom w/ gym *Crown Heights*,Apartment,Entire home/apt,Real Bed,3.0,4.0,2,1.0,125.0,100.0,1247267,Eileen,Crown Heights,United States,100.0
1461,ATAŞEHİR VARYAP MERİDİAN 50. KAT MANZARALI SUITE,Serviced apartment,Entire home/apt,Real Bed,0.0,2.0,45,1.0,269.0,48.0,107684831,Emre,Engenho Novo,Turkey,95.0
1462,Outstanding Glebe Apartment,Apartment,Entire home/apt,Real Bed,1.0,2.0,99,1.0,135.0,85.0,3609508,Elise,Darlinghurst,Australia,88.0
1463,Free Parking! North Star Flats@Ribeira & Cellars 1,Apartment,Entire home/apt,Real Bed,1.0,4.0,92,1.0,45.0,25.0,65558390,Maria Fernando,La Verneda i La Pau,Portugal,99.0
1464,Bright and quiet bedroom - heart of Mile End,Apartment,Private room,Real Bed,1.0,1.0,92,1.0,44.0,22.0,7613281,Fanny,Mile End,Canada,99.0
1465,Copacabana Dream - A Tropical Vacation,Apartment,Private room,Real Bed,1.0,1.0,18,2.0,71.0,94.07480119284294,77744151,Sonia Florentino,Jordan,Brazil,100.0
1466,Coração do Rio de Janeiro conforto,Apartment,Entire home/apt,Real Bed,1.0,1.0,4,1.0,119.0,94.07480119284294,107999052,Maria De Fátima,Lapa,Brazil,75.0
1467,"Big, bright, and beautiful bedroom!",Apartment,Private room,Real Bed,1.0,1.0,0,1.0,100.0,94.07480119284294,32380983,Ryann,Bedford-Stuyvesant,United States,93.09924038225925
1468,Affordable Guest Room,Boutique hotel,Private room,Real Bed,1.0,1.0,1,3.5,166.0,40.0,2874260,Maria,North Shore,United States,100.0
1469,Rosemont :) Big Cozy Room,Condominium,Private room,Real Bed,1.0,1.0,24,1.0,36.0,94.07480119284294,5846872,Dominic,La Petite-Patrie,Canada,99.0
1470,Gorgeous Boutique Hotel Room in Taksim #8,Boutique hotel,Private room,Real Bed,1.0,1.0,1,1.0,179.0,36.0,4604908,Savas,Sultanahmet,Turkey,100.0
1471,Elegant quiet luxury home at Bondi,House,Entire home/apt,Real Bed,4.0,4.0,5,3.0,695.0,180.0,9391659,Jessica,Bondi,Australia,96.0
1472,"Newtown: comfort, character and charm",House,Private room,Real Bed,1.0,1.0,3,1.0,65.0,94.07480119284294,112176055,Matt,Newtown/Enmore,Australia,100.0
1473,Friendly & Conveniently Home at Bondi Junction,House,Private room,Real Bed,1.0,1.0,25,1.0,58.0,30.0,4394372,Allen,Bondi Junction,Australia,86.0
1474,Apartment next to Las Ramblas and Paral·lel,Apartment,Entire home/apt,Real Bed,3.0,4.0,7,1.0,60.0,40.0,71615,Mireia And Maria,El Camp de l'Arpa del Clot,Spain,89.0
1475,St Hubert street luxury 2 bedroom dream Loft,House,Entire home/apt,Real Bed,2.0,2.0,140,1.0,199.0,80.0,7399480,Doris Mel,La Petite-Patrie,Canada,92.0
1476,Manhattan Cozy Room by Columbia Uni,Apartment,Private room,Real Bed,1.0,1.0,62,1.0,53.0,50.0,859218,Marina,Harlem,United States,88.0
1477,Luxurious Granny Flat. Bella Vista,House,Entire home/apt,Real Bed,2.0,3.0,151,1.0,161.0,20.0,113299534,Ali,Laranjeiras,Australia,95.0
1478,"Downtown Apart, Heart of the city!",Apartment,Entire home/apt,Real Bed,2.0,2.0,0,1.0,130.0,20.0,6608362,Jad,Downtown Montreal,Canada,93.09924038225925
1479,Cosy single room en el Raval,Apartment,Private room,Real Bed,1.0,1.0,100,1.0,20.0,9.0,123172101,Carla,Coney Island,Spain,96.0
1480,Magic Escape Apartments 3 - Douro River Views,Apartment,Entire home/apt,Real Bed,2.0,4.0,103,2.0,85.0,20.0,123280478,Diogo,Kauaʻi,Portugal,100.0
1481,Quiet space for one,House,Private room,Real Bed,1.0,1.0,6,1.0,47.0,16.0,25869976,Helen,La Nova Esquerra de l'Eixample,Australia,100.0
1482,Adorable Garden Gingerbread House,Cottage,Entire home/apt,Real Bed,0.0,1.0,257,1.0,175.0,125.0,3280543,Eve,Makawao,United States,97.0
1483,Triple Room  - Ocean's 7 Hotel,Apartment,Private room,Real Bed,1.0,3.0,1,1.0,148.0,94.07480119284294,110791987,Dilnozakhon,Sultanahmet,Turkey,93.09924038225925
1484,STUDIO IN COPACABANA,Apartment,Private room,Real Bed,1.0,1.0,144,1.0,93.0,100.0,9130380,Sergio,Copacabana,Brazil,98.0
1485,地鉄上的3房2廳2卫浴住9人可月租2萬9千起,Apartment,Entire home/apt,Real Bed,3.0,5.0,27,2.0,1484.0,200.0,6070003,文文,Mong Kok,Hong Kong,78.0
1486,New Furnishings! Very Private! Great Deal! GC 137,Condominium,Entire home/apt,Real Bed,2.0,4.0,12,2.0,200.0,250.0,22635145,CB Island Vacations,Kihei/Wailea,United States,95.0
1487,Quaint Polynesian Style Cabin on a Working Farm,Cabin,Entire home/apt,Real Bed,1.0,1.0,54,1.0,60.0,55.0,94682212,Rev. Les,North Kohala,United States,97.0
1488,V3旺角地鐵公交近在咫尺/購物首選/窗戶陽光充沛/精裝修乾淨舒適雙人房,Serviced apartment,Private room,Real Bed,1.0,1.0,64,1.0,353.0,70.0,122408520,Royal,Mong Kok,Hong Kong,92.0
1489,Un studio full équipé,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,46.0,10.0,123768316,Abdou,Dyker Heights,Canada,93.09924038225925
1490,Apartamento T4 Praia Azul,Apartment,Entire home/apt,Real Bed,4.0,6.0,11,2.0,105.0,0.0,123873173,Paula,Old Port,Portugal,96.0
1491,Cozy Studio in Wan Chai,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,314.0,94.07480119284294,31095330,Batiste,Wan Chai,Hong Kong,93.09924038225925
1492,Two rooms with great view sagrada familia,Apartment,Private room,Real Bed,2.0,2.0,5,1.0,100.0,15.0,96644578,Romina,La Sagrada Família,Spain,80.0
1493,Charme e conforto em Ipanema!,Apartment,Entire home/apt,Real Bed,2.0,2.0,24,1.0,134.0,180.0,124152562,Cyro,Ipanema,Brazil,99.0
1494,Enjoy your stay at CyrstalSilver house,House,Private room,Real Bed,1.0,1.0,29,2.0,40.0,18.0,123979557,Ven,Darlinghurst,Australia,97.0
1495,YOUR SUNNY DOUBLE BEDROOM IN THE CENTER,Bed and breakfast,Private room,Real Bed,1.0,1.0,44,1.5,45.0,25.0,826476,Gerard,Sants-Montjuïc,Spain,89.0
1496,"Clean, Quiet, & Sunny Dancer's Apt!",Apartment,Entire home/apt,Real Bed,1.0,1.0,48,1.0,89.0,0.0,865451,Yara,Inwood,United States,97.0
1497,★ Amazing with terrace & wifi ★,Apartment,Entire home/apt,Real Bed,4.0,7.0,80,1.5,100.0,55.0,124399497,Rafael,Mount Eden,Portugal,94.0
1498,"New 1BD Condo in Napili Ridge, Walk to Beach",Apartment,Entire home/apt,Real Bed,1.0,2.0,38,1.0,99.0,125.0,114216441,Linda-Lee,Napili/Honokowai,United States,95.0
1499,Bright studio apartment close to Sydney Uni!,Apartment,Entire home/apt,Real Bed,0.0,0.0,51,1.0,125.0,98.0,21385139,Brock,Surry Hills,Australia,92.0
1500,Self contained garden/artist studio,House,Entire home/apt,Real Bed,1.0,1.0,33,1.0,80.0,94.07480119284294,26978568,Greg & Maggie,Morrisania,Australia,99.0
1501,V4旺角地鐵公交近在咫尺/乾淨舒適/精裝修/購物首選/獨立衛浴/雙人房,Serviced apartment,Private room,Real Bed,1.0,1.0,65,1.0,338.0,70.0,122408520,Royal,Mong Kok,Hong Kong,85.0
1502,SINGLE room (Furnished) KennedyTown (MTR ExitB),Apartment,Private room,Real Bed,1.0,1.0,4,1.5,196.0,94.07480119284294,121016246,Raymond,Shek Tong Tsui,Hong Kong,90.0
1503,"Sao Bento Studio 1 A, Porto",Apartment,Entire home/apt,Real Bed,0.0,1.0,78,1.0,55.0,15.0,124695413,Quanjin,São João,Portugal,95.0
1504,CBD 2 Rooms Midlevel HKIsland,Apartment,Entire home/apt,Real Bed,2.0,2.0,11,1.0,761.0,0.0,4319967,Zen Nicholas,Sham Shui Po,Hong Kong,89.0
1505,Cozy w/ Yard & Walking Distance to Waikiki - BROC,Apartment,Entire home/apt,Real Bed,1.0,2.0,67,1.0,110.0,125.0,41950889,Claude,Diamond Head/Kapahulu/St. Louis Heights,United States,90.0
